2022-06-08 18:16:37;-2.83
2022-06-08 18:16:39;-2.83
2022-06-08 18:16:41;-9.87
2022-06-08 18:16:44;-8.31
2022-06-08 18:16:46;-2.83
2022-06-08 18:16:48;2.05
2022-06-08 18:16:50;3.62
2022-06-08 18:16:53;5.18
2022-06-08 18:16:55;5.96
2022-06-08 18:16:57;7.53
2022-06-08 18:16:59;9.87
2022-06-08 18:17:02;28.64
2022-06-08 18:17:04;38.81
2022-06-08 18:17:06;53.67
2022-06-08 18:17:08;30.99
2022-06-08 18:17:11;10.65
2022-06-08 18:17:13;-10.65
2022-06-08 18:17:15;-13.78
2022-06-08 18:17:18;-7.53
2022-06-08 18:17:20;-4.40
2022-06-08 18:17:22;-3.62
2022-06-08 18:17:25;-2.83
2022-06-08 18:17:27;-2.83
2022-06-08 18:17:29;-9.87
2022-06-08 18:17:32;-8.31
2022-06-08 18:17:34;-1.27
2022-06-08 18:17:36;2.05
2022-06-08 18:17:39;3.62
2022-06-08 18:17:41;5.18
2022-06-08 18:17:43;5.96
2022-06-08 18:17:46;8.31
2022-06-08 18:17:48;16.91
2022-06-08 18:17:50;34.12
2022-06-08 18:17:52;43.50
2022-06-08 18:17:55;53.67
2022-06-08 18:17:57;20.04
2022-06-08 18:17:59;2.83
2022-06-08 18:18:01;-4.40
2022-06-08 18:18:04;-13.78
2022-06-08 18:18:07;-5.18
2022-06-08 18:18:09;-4.40
2022-06-08 18:18:12;-2.83
2022-06-08 18:18:14;-2.83
2022-06-08 18:18:16;-7.53
2022-06-08 18:18:19;-11.44
2022-06-08 18:18:21;-2.83
2022-06-08 18:18:23;0.49
2022-06-08 18:18:26;2.05
2022-06-08 18:18:28;4.40
2022-06-08 18:18:30;5.18
2022-06-08 18:18:32;5.96
2022-06-08 18:18:35;9.87
2022-06-08 18:18:37;23.17
2022-06-08 18:18:39;38.81
2022-06-08 18:18:41;48.19
2022-06-08 18:18:44;41.94
2022-06-08 18:18:46;20.04
2022-06-08 18:18:48;2.83
2022-06-08 18:18:50;-10.65
2022-06-08 18:18:53;-9.87
2022-06-08 18:18:55;-5.18
2022-06-08 18:18:57;-4.40
2022-06-08 18:18:59;-2.83
2022-06-08 18:19:02;-2.83
2022-06-08 18:19:04;-7.53
2022-06-08 18:19:06;-11.44
2022-06-08 18:19:08;-8.31
2022-06-08 18:19:10;-2.83
2022-06-08 18:19:13;2.05
2022-06-08 18:19:15;3.62
2022-06-08 18:19:18;5.18
2022-06-08 18:19:20;5.96
2022-06-08 18:19:22;9.87
2022-06-08 18:19:25;23.17
2022-06-08 18:19:27;38.81
2022-06-08 18:19:29;43.50
2022-06-08 18:19:32;41.94
2022-06-08 18:19:34;20.04
2022-06-08 18:19:37;-4.40
2022-06-08 18:19:39;-16.91
2022-06-08 18:19:42;-7.53
2022-06-08 18:19:44;-4.40
2022-06-08 18:19:46;-3.62
2022-06-08 18:19:49;-2.83
2022-06-08 18:19:51;-2.83
2022-06-08 18:19:53;-7.53
2022-06-08 18:19:56;-8.31
2022-06-08 18:19:58;-2.83
2022-06-08 18:20:01;2.05
2022-06-08 18:20:03;3.62
2022-06-08 18:20:05;5.18
2022-06-08 18:20:08;5.96
2022-06-08 18:20:10;9.87
2022-06-08 18:20:12;23.17
2022-06-08 18:20:15;28.64
2022-06-08 18:20:17;43.50
2022-06-08 18:20:20;41.94
2022-06-08 18:20:22;20.04
2022-06-08 18:20:25;-4.40
2022-06-08 18:20:27;-16.91
2022-06-08 18:20:29;-7.53
2022-06-08 18:20:32;-4.40
2022-06-08 18:20:34;-3.62
2022-06-08 18:20:36;-2.83
2022-06-08 18:20:39;-2.83
2022-06-08 18:20:41;-7.53
2022-06-08 18:20:43;-11.44
2022-06-08 18:20:45;-2.83
2022-06-08 18:20:48;0.49
2022-06-08 18:20:50;2.83
2022-06-08 18:20:52;5.18
2022-06-08 18:20:54;5.96
2022-06-08 18:20:57;7.53
2022-06-08 18:20:59;16.91
2022-06-08 18:21:01;23.17
2022-06-08 18:21:03;34.12
2022-06-08 18:21:06;48.19
2022-06-08 18:21:08;41.94
2022-06-08 18:21:10;20.04
2022-06-08 18:21:13;-4.40
2022-06-08 18:21:15;-16.91
2022-06-08 18:21:17;-7.53
2022-06-08 18:21:19;-4.40
2022-06-08 18:21:22;-3.62
2022-06-08 18:21:24;-2.83
2022-06-08 18:21:26;-2.83
2022-06-08 18:21:28;-5.18
2022-06-08 18:21:31;-11.44
2022-06-08 18:21:33;-5.18
2022-06-08 18:21:36;0.49
2022-06-08 18:21:38;2.83
2022-06-08 18:21:40;5.18
2022-06-08 18:21:43;5.96
2022-06-08 18:21:45;8.31
2022-06-08 18:21:47;9.87
2022-06-08 18:21:50;28.64
